Time,Open,High,Low,Close,Volume,Volume
01/01/2019 00:00,3700.170853,3714.571764,3690.5661,3700.368284,3.06436044,11348.16033
01/01/2019 01:00,3701.622819,3702.082234,3685.753131,3687.685134,3.63070365,13419.48679
01/01/2019 02:00,3687.534508,3692.813102,3679.983792,3687.886662,1.98610005,7319.263562
01/01/2019 03:00,3689.999999,3699.261284,3687.361524,3692.355821,4.56644038,16853.71235
01/01/2019 04:00,3696.999985,3709.602927,3690,3697.033403,1.22285243,4526.638151
01/01/2019 05:00,3694.637882,3703.28322,3693.647095,3698.258008,1.11731171,4133.816999
01/01/2019 06:00,3703.256905,3711.445255,3699.798731,3705.394766,0.62884214,2329.328889
01/01/2019 07:00,3707.426893,3723.577712,3699.381231,3717.134682,3.11561929,11576.02198
01/01/2019 08:00,3712.134682,3727.968084,3699.882168,3715.30451,1.30472562,4854.975918
01/01/2019 09:00,3715.30451,3719,3698.040315,3698.040317,3.78905441,14036.21543
01/01/2019 10:00,3699.160362,3721.348047,3698.798125,3709.315708,1.28029497,4748.313404
01/01/2019 11:00,3709.156039,3719.814781,3708.955645,3708.955645,0.53133438,1973.798503
01/01/2019 12:00,3707.063234,3722.619963,3705.032826,3715.305533,2.73711847,10165.08342
01/01/2019 13:00,3720.29459,3745.829058,3708.422063,3716.199001,4.17326082,15562.6028
01/01/2019 14:00,3706.723809,3713.319345,3685.157522,3696,5.95522962,22017.45214
01/01/2019 15:00,3686.470448,3688.544679,3670.098531,3683.507745,8.36391405,30788.85202
01/01/2019 16:00,3679.570498,3699.99999,3678.466277,3691.748246,3.25864984,12040.78419
01/01/2019 17:00,3688.990758,3698.627553,3679.161868,3683.840628,1.66971682,6159.296782
01/01/2019 18:00,3682.222874,3682.47023,3645.525763,3661.411358,3.43577434,12590.93925
01/01/2019 19:00,3661.585637,3698.173758,3658.786733,3691.398599,6.76630473,24890.80905
01/01/2019 20:00,3691.398599,3730.2019,3691.398599,3720.281812,13.29342258,49318.24583
01/01/2019 21:00,3721,3727.071904,3703.524974,3705.042201,1.10677348,4113.346413
01/01/2019 22:00,3710.736889,3718.781239,3697.974376,3713.45,6.32572697,23449.45712
01/01/2019 23:00,3713.45,3805.841739,3706.162882,3799.644687,14.57686481,55042.9327
02/01/2019 00:00,3799.644687,3810.58427,3767.32028,3779.846498,4.32533892,16394.75183
02/01/2019 01:00,3779.846494,3788.96408,3769.756282,3769.756282,19.32160818,73173.16999
02/01/2019 02:00,3777.277705,3782.057849,3768.974056,3781.020558,0.71021933,2681.790592
02/01/2019 03:00,3780.837663,3799.9859,3773.066255,3780.062391,5.2838715,20007.53358
02/01/2019 04:00,3780.214002,3790.284848,3755.58532,3776.000115,3.35440113,12678.14487
02/01/2019 05:00,3777.465816,3777.465816,3767.84951,3775.626972,0.44372931,1673.79026
02/01/2019 06:00,3774.995961,3776.633447,3750.000001,3756.443001,2.15659011,8104.272863
02/01/2019 07:00,3755.611355,3776.850933,3751.480405,3773.513108,2.76860192,10431.70114
02/01/2019 08:00,3774.773403,3794.919368,3767.854634,3777.514986,7.93747986,30007.34074
02/01/2019 09:00,3778.003899,3783.206701,3761.690585,3773.127084,2.79517404,10560.29758
02/01/2019 10:00,3772.722922,3789.656565,3761.623503,3784.133332,6.8528825,25898.06282
02/01/2019 11:00,3785.474552,3798.63502,3779.99374,3785.838039,5.29197222,20053.60268
02/01/2019 12:00,3786.824401,3790.927339,3779,3790.927339,2.84481327,10766.8306
02/01/2019 13:00,3792.562813,3841.96402,3792.148134,3823.201491,9.04693617,34620.87126
02/01/2019 14:00,3828.985498,3832.965069,3800.384531,3811.949525,3.59685148,13710.42565
02/01/2019 15:00,3809.944547,3815.154894,3790,3802.377701,3.15892548,12009.40088
02/01/2019 16:00,3805.641753,3855.158685,3800.440657,3830.84141,39.61405256,151110.8853
02/01/2019 17:00,3819.81449,3839.997771,3810.937807,3818.132498,8.13607877,31093.22644
02/01/2019 18:00,3818.780921,3833.985467,3810.276299,3824.71205,1.51633491,5792.488096
02/01/2019 19:00,3816.972417,3827.241302,3805.000003,3822.768303,6.94210963,26506.9938
02/01/2019 20:00,3822.050193,3846.277778,3812.517842,3846.277778,3.86080071,14744.94206
02/01/2019 21:00,3853.004768,3874.568992,3837.330681,3856.025534,5.87756904,22645.03384
02/01/2019 22:00,3856.75118,3875,3837.007134,3862.008066,6.25269646,24072.04175
02/01/2019 23:00,3869.050787,3880.257733,3851.979395,3856.504318,7.14352601,27625.55924
03/01/2019 00:00,3857.633097,3862.60083,3835.815331,3835.815331,11.00117158,42390.50267
03/01/2019 01:00,3836.898382,3841.617218,3819.52002,3831.630297,1.12231938,4302.76134
03/01/2019 02:00,3831.520032,3844.42784,3827.868593,3830.481864,3.07489257,11787.03559
03/01/2019 03:00,3834.261586,3846.141924,3834.261585,3842.329988,3.09818575,11903.79729
03/01/2019 04:00,3842.329988,3850,3832.704522,3832.704522,8.93995121,34365.74089
03/01/2019 05:00,3832.704522,3839.999998,3809.440698,3823.275479,3.4145566,13042.73536
03/01/2019 06:00,3822.583082,3836.188553,3815.842859,3823.413714,7.70095441,29479.68568
03/01/2019 07:00,3823.413714,3836.317352,3821.790063,3828.959016,5.73815602,21971.87566
03/01/2019 08:00,3828.959016,3831.497233,3798.000001,3803.017025,4.65472267,17770.16199
03/01/2019 09:00,3808.076832,3812.135844,3794.454359,3809.272955,3.78104962,14381.90725
03/01/2019 10:00,3809.932322,3817.492886,3806.326835,3808.197,2.00907482,7661.148
03/01/2019 11:00,3812.94314,3821.652104,3788.137336,3799.563298,4.26051689,16188.68156
03/01/2019 12:00,3807.005575,3815.128384,3795.329993,3812.045,4.26781823,16253.88028
03/01/2019 13:00,3815,3821.783765,3810.103802,3819.95473,2.7830753,10612.31556
03/01/2019 14:00,3812.885195,3815.66003,3790.591764,3794.368763,11.88480277,45239.07978
03/01/2019 15:00,3792.260799,3809.999999,3783.564932,3801.01619,4.07099194,15471.58865
03/01/2019 16:00,3801.01619,3807.327233,3728.917225,3741.232112,13.16258173,49557.36713
03/01/2019 17:00,3736.23211,3763.112385,3731.618175,3751.97939,1.68945689,6338.774343
03/01/2019 18:00,3746.142276,3757.577217,3733.54463,3753.460516,5.92995916,22183.60332
03/01/2019 19:00,3753.460516,3760.757483,3740.765258,3756.727142,1.62716489,6107.906675
03/01/2019 20:00,3754,3781.739022,3750.00396,3781.739022,1.52837424,5757.53955
03/01/2019 21:00,3779.999999,3782.603589,3766.503048,3776.797222,1.16322186,4390.818532
03/01/2019 22:00,3768.20158,3781.568626,3757.354186,3768.687766,1.9318466,7277.856071
03/01/2019 23:00,3771.352401,3772.330006,3760.453521,3765.999334,1.32885703,4998.224247
04/01/2019 00:00,3767.8543,3767.8543,3733.33,3748.831399,2.14790481,8037.839788
04/01/2019 01:00,3748.831399,3775.083254,3748.820354,3764.826773,3.06481026,11529.10198
