Time,Open,Close,High,Low,Amount,Volume
2022-04-02 07:00:00,46638.4,46592.8,46649.3,46435.7,781.29642465,36360359.902231389
2022-04-02 08:00:00,46592.8,46549.2,46592.8,46489.3,687.32320543,31994612.641655335
2022-04-02 09:00:00,46549.2,46677.5,46726,46518.3,648.10728086,30216475.092019723
2022-04-02 10:00:00,46677.5,46725,46725.1,46546.2,712.98155967,33240373.491988337
2022-04-02 11:00:00,46725.1,46546.3,46752.5,46546.2,636.96265032,29709866.963750651
2022-04-02 12:00:00,46546.3,46720.2,46890,46246,3769.19872648,175953385.060993819
2022-04-02 13:00:00,46723.2,46734.9,46940.8,46652,1599.29256042,74860775.853742861
2022-04-02 14:00:00,46735,46611.5,46798,46569,1010.9193018,47176237.742756436
2022-04-02 15:00:00,46611.6,46296.3,46611.6,46119.2,2939.25909301,136193567.235314342
2022-04-02 16:00:00,46296.3,46305.9,46428.8,46155.5,1675.8859524,77595224.554046336
2022-04-02 17:00:00,46303.9,46352.8,46474.9,46250,959.79984107,44501872.714557529
2022-04-02 18:00:00,46352.9,45829.1,46392.1,45610.4,3200.4758894,147023115.134809483
2022-04-02 19:00:00,45829.1,46118.3,46246.3,45808.2,813.65171182,37476228.291872939
2022-04-02 20:00:00,46118.4,46177.8,46345,46036.4,928.47317345,42911726.122487794
2022-04-02 21:00:00,46177.8,46233.9,46310,45919.2,308.20215889,14224211.283941626
2022-04-02 22:00:00,46234,46116.2,46328,46039.6,624.45312143,28826371.692978856
2022-04-02 23:00:00,46116.1,45806.6,46149.1,45765.3,904.69446818,41578797.884733749
2022-04-03 00:00:00,45806.6,46067,46067,45767.9,844.93216517,38805375.185515147
2022-04-03 01:00:00,46066.9,45851.7,46067,45534,1476.8846044,67536419.36708445
2022-04-03 02:00:00,45850.2,45777.3,45955.7,45759,600.32162659,27533572.518821532
2022-04-03 03:00:00,45777.4,45942.4,45973.3,45717.2,617.4231422,28333365.100100167
2022-04-03 04:00:00,45942.4,46371.9,46372,45927.5,720.99507659,33263367.241722101
2022-04-03 05:00:00,46372,46363.9,46384.3,46233.7,648.46061274,30027711.173435157
2022-04-03 06:00:00,46364,46435.9,46572.3,46314.8,1301.30568115,60411703.297829624
2022-04-03 07:00:00,46435,46364,46465.1,46295.4,776.0567303,35988176.860413674
2022-04-03 08:00:00,46365,46276.6,46425.3,46227.6,534.89295632,24778930.315338422
2022-04-03 09:00:00,46276.7,46359.1,46455.4,46175,964.36841988,44681090.931603781
2022-04-03 10:00:00,46359.1,46181,46403.7,46128,838.43559849,38763138.565531884
2022-04-03 11:00:00,46181,46257.1,46334,46079.1,781.56342906,36105618.14253069
2022-04-03 12:00:00,46257.1,46389,46434,46190.1,844.13929831,39109381.111547681
2022-04-03 13:00:00,46389.1,46443,46713,46280,1428.89193657,66420271.049932895
2022-04-03 14:00:00,46443,46630.5,46630.5,46306.6,710.00903975,32968840.273847129
2022-04-03 15:00:00,46630.9,46410.9,46721.5,46373.6,1221.30156265,56868577.162313454
2022-04-03 16:00:00,46411,46296.1,46512.8,46218.1,1360.60427682,63027666.511626852
2022-04-03 17:00:00,46296,46393,46409.9,46237.1,964.73829953,44690338.937063999
2022-04-03 18:00:00,46393.9,46585.5,46775.7,46346.3,1107.15923735,51511951.972349485
2022-04-03 19:00:00,46585.6,46404,46696.8,46400,1581.25540428,73549534.774455161
2022-04-03 20:00:00,46404,46367.2,46486.5,46367.2,745.01054013,34588881.760327373
2022-04-03 21:00:00,46367.3,46970,46970,46329,643.41713202,29979879.091583264
2022-04-03 22:00:00,46970,46695.9,47476,46600,2595.97878051,122168502.155785814
2022-04-03 23:00:00,46696,46414.5,46709.9,46255.1,1345.27690919,62520251.725560881
2022-04-04 00:00:00,46414.6,45864.7,46456.9,45755,1714.26343045,79054076.521345283
2022-04-04 01:00:00,45864.7,45858.2,46044.7,45771,975.30637877,44751026.380714601
2022-04-04 02:00:00,45857.8,46038.1,46063,45759,824.21243375,37847326.124477741
2022-04-04 03:00:00,46038.1,46005.4,46173,46003.1,568.91561704,26224580.261110132
2022-04-04 04:00:00,46005.5,46073.8,46153.8,45830,986.25583337,45393745.122948866
2022-04-04 05:00:00,46073.9,46230,46243,46031,766.53642064,35383239.712868328
2022-04-04 06:00:00,46230,46204.9,46294.3,46164.3,613.69139229,28361682.437104682
2022-04-04 07:00:00,46204.9,46177.7,46226.7,46086.3,818.41982665,37767155.859228034
2022-04-04 08:00:00,46177.7,46153,46296.5,45962.4,1299.18900586,59912200.240962645
2022-04-04 09:00:00,46153.1,45905.8,46153.1,45865.8,1324.70732299,60934569.31012569
2022-04-04 10:00:00,45901.3,45991.3,46048,45789.4,1696.41512484,77894171.663377919
2022-04-04 11:00:00,45991.2,46155.3,46197,45920.1,1329.32674717,61300925.619125781
2022-04-04 12:00:00,46155.3,46006,46247.6,45904.1,1647.67530803,75931395.421536223
2022-04-04 13:00:00,46006,46173,46241.6,45867.6,2499.91148969,115209311.221530768
2022-04-04 14:00:00,46171.3,45895.4,46352,45868.6,2383.33597536,109916387.91373062
2022-04-04 15:00:00,45895.3,45636.9,45954.8,45554.6,2884.77636316,131797138.89249206
2022-04-04 16:00:00,45638.3,45698.2,45820,45570.1,1905.25586153,87084637.748562966
2022-04-04 17:00:00,45698.2,45384.1,45766,45080.4,2191.25490249,99664027.477249423
2022-04-04 18:00:00,45384.1,45511.1,45533.7,45105.4,2457.03334511,111347330.948978669
2022-04-04 19:00:00,45511.1,45934.5,45950,45510.1,2212.77158959,101313054.797739375
2022-04-04 20:00:00,45937.5,46312.1,46377.9,45700,2371.44548607,109378379.29652162
2022-04-04 21:00:00,46312.1,46457.1,46584.6,46181,943.08254662,43793938.934531419
2022-04-04 22:00:00,46457.1,46674.9,46854,46376.2,1086.39182578,50601357.206247167
2022-04-04 23:00:00,46674.3,46584.1,46884.6,46554.4,1037.6422695,48455279.191547492
2022-04-05 00:00:00,46584.1,46514.9,46643,46415.6,739.95006877,34440612.601464372
2022-04-05 01:00:00,46514.9,46626.9,46692,46454,388.50228896,18091058.899119306
2022-04-05 02:00:00,46627,46628,46732.9,46551.3,298.94824058,13941966.645267617
2022-04-05 03:00:00,46628,46643.8,46775.7,46591,355.85775874,16602768.419087938
2022-04-05 04:00:00,46643.8,46768.1,46879,46613.3,416.15742628,19457073.579385993
2022-04-05 05:00:00,46768,46706.1,46825.8,46700.4,253.7318412,11863321.437858375
2022-04-05 06:00:00,46706.1,46609,46749,46556.9,336.73378093,15714220.089259802
2022-04-05 07:00:00,46609,46708.6,46745,46564,334.72205982,15618762.246198172
2022-04-05 08:00:00,46708.6,46665.1,46737.5,46569.3,262.32624085,12233245.9822336
2022-04-05 09:00:00,46665.2,46556.9,46698,46556,265.92079388,12397292.127208893
2022-04-05 10:00:00,46557,46651.2,46681.9,46523.2,362.21007718,16886174.374895848
2022-04-05 11:00:00,46651.3,46690.1,46743.1,46561.5,341.4819161,15933653.283754152
2022-04-05 12:00:00,46690.1,46768.4,47193,46680.1,1051.88247806,49368859.857789903
2022-04-05 13:00:00,46768.4,46421.2,46860,46320.9,1440.38924439,66999152.751683498
2022-04-05 14:00:00,46420,45818,46461,45760,1346.93557912,61996802.229141516
2022-04-05 15:00:00,45818,45762.1,45912.6,45675.3,707.01509831,32373132.416507213
2022-04-05 16:00:00,45762.1,45929.9,46026,45605.8,913.48792372,41873181.448004924
2022-04-05 17:00:00,45929.8,45967.5,46205,45906,710.85661729,32717456.735031245
2022-04-05 18:00:00,45967.4,45896,45986.5,45870.1,546.80963028,25118206.695039801
2022-04-05 19:00:00,45896.1,46036.7,46044.7,45456.6,1131.77990233,51850863.063206911
2022-04-05 20:00:00,46036.7,45884.8,46108.9,45622.2,782.8263074,35891915.107573972
2022-04-05 21:00:00,45880.5,45946,45955.7,45739.1,343.96808732,15773805.245581955
2022-04-05 22:00:00,45945.9,45856.9,46046,45795,355.89448169,16341945.878071638
2022-04-05 23:00:00,45856.8,45501,45885,45358,725.97497813,33145122.724606661
2022-04-06 00:00:00,45501,45003.8,45506.4,44421,1802.3843583,81155427.630766977
2022-04-06 01:00:00,45003.9,45183.9,45356,44966,695.29090581,31414141.903569083
2022-04-06 02:00:00,45183.9,45221.4,45369.9,45154,461.97441743,20912655.941811091
2022-04-06 03:00:00,45221.4,45211.7,45291.3,45137.3,411.29198416,18598122.87345567
2022-04-06 04:00:00,45211.7,45334.8,45377.9,45118.6,572.36893598,25912626.206293469
2022-04-06 05:00:00,45334.8,45373.6,45441.6,45302.1,506.78465441,22989348.060650382
2022-04-06 06:00:00,45373.7,45469.3,45482.2,45254,824.46739001,37405108.312705105
2022-04-06 07:00:00,45469.4,45277.9,45503,45242.5,764.2417014,34694583.161385758
2022-04-06 08:00:00,45277.8,45369.4,45397,45177,721.08791084,32647798.498319868
2022-04-06 09:00:00,45369.4,45332.4,45396,45201.2,462.98275515,20975029.480630989
2022-04-06 10:00:00,45332.4,45076,45445.6,45020.4,907.71668813,41062236.972126111
2022-04-06 11:00:00,45075.8,44823.2,45113.5,44670.2,1304.19908537,58527601.238857409
2022-04-06 12:00:00,44823.2,44758.7,44998,44673.9,763.0742058,34218312.901731692
2022-04-06 13:00:00,44758.1,44170.8,44972.5,44097.4,1176.76321033,52425768.008963289
2022-04-06 14:00:00,44167.2,44266.9,44436,43774,1194.42065161,52729546.673740031
2022-04-06 15:00:00,44266.9,44155.8,44304,43715.7,1059.13105353,46647307.175277415
2022-04-06 16:00:00,44155.7,43774.9,44250,43547.3,766.65187251,33636468.625886466
2022-04-06 17:00:00,43775,43816.7,43941,43402,654.33149894,28586423.471368633
2022-04-06 18:00:00,43816.8,43835.9,44284.8,43163.9,1351.16976259,59072930.49150732
2022-04-06 19:00:00,43836,43760.9,43966.3,43526,897.77991795,39264018.162653832
2022-04-06 20:00:00,43760.9,43880,44040.4,43733,421.58717346,18500971.434524528
2022-04-06 21:00:00,43876.8,43845.1,43993.2,43792.5,146.05234351,6410827.127009856
2022-04-06 22:00:00,43845,43505.2,43863.9,43482.8,291.49815728,12734236.340069909
2022-04-06 23:00:00,43505.2,43166.8,43604.9,43113.7,501.61442477,21742544.736469346
2022-04-07 00:00:00,43163.6,42892.7,43554.3,42721.8,649.10831066,28021321.198134014
2022-04-07 01:00:00,42892.7,43376.1,43406.6,42872.9,636.30642636,27471302.068467314
2022-04-07 02:00:00,43376,43343.6,43421,43120.1,299.91245546,12976598.792032312
2022-04-07 03:00:00,43343.6,43297.7,43400,43152,273.76932903,11849978.133695852
2022-04-07 04:00:00,43297.8,43396.7,43485,43214.1,268.41904009,11634966.851290949
2022-04-07 05:00:00,43393.5,43394.7,43457.5,43224.4,259.81194027,11252682.022178695
2022-04-07 06:00:00,43394.7,43387.1,43494.4,43301.6,199.75661611,8669765.307832726
2022-04-07 07:00:00,43387.1,43447,43550.6,43368.6,235.68811151,10248901.285721515
2022-04-07 08:00:00,43447,43521.1,43550.8,43421.1,174.06718336,7567722.734605702
2022-04-07 09:00:00,43521.2,43458.9,43521.2,43274.3,274.52010322,11913524.610887714
2022-04-07 10:00:00,43458.9,43409.9,43477,43321.5,270.46888499,11740471.231708396
2022-04-07 11:00:00,43409.9,43766.1,43833.6,43318,946.29116072,41260055.372197314
2022-04-07 12:00:00,43766,43555,43900.4,43554,577.97437103,25292291.337619679
2022-04-07 13:00:00,43555,43662.6,43680,43326,708.16051721,30810230.239671746
2022-04-07 14:00:00,43662.5,43409.3,43786.9,43350.5,639.56295813,27826371.657598762
2022-04-07 15:00:00,43409.3,43337.8,43560,43012.4,619.16789211,26804781.192067088
2022-04-07 16:00:00,43337.3,43487.1,43494,43276,353.62818261,15346337.431741655
2022-04-07 17:00:00,43487.1,43651,43690,43473.5,444.97506729,19401165.64640297
2022-04-07 18:00:00,43651.1,43710.3,43823,43514.1,442.63210248,19325835.556046462
2022-04-07 19:00:00,43710.3,43385.1,43762.9,43379.7,455.20965921,19820988.718970447
2022-04-07 20:00:00,43385.1,43576.6,43600.5,43376.5,280.84037972,12214569.686886074
2022-04-07 21:00:00,43576.5,43518.2,43600.1,43202.6,277.34175262,12044075.069751791
2022-04-07 22:00:00,43518.1,43621.4,43626,43471.6,280.872383,12230599.328672053
2022-04-07 23:00:00,43621.5,43442.1,43744.3,43422.4,402.14349036,17535482.902500563
2022-04-08 00:00:00,43441.1,43333.8,43527.5,43312.5,393.2021188,17071797.001111353
2022-04-08 01:00:00,43334.2,43608,43645,43314.6,331.55413775,14436105.750305485
2022-04-08 02:00:00,43607.9,43607.9,43694.5,43557,248.1219392,10826289.349314695
2022-04-08 03:00:00,43607.9,43604.6,43684.6,43550,146.84087919,6403883.979560522
2022-04-08 04:00:00,43604.7,43541.6,43660.1,43494,148.2866701,6462227.810208547
2022-04-08 05:00:00,43541.6,43655.6,43674.4,43480.5,136.3254116,5943903.249690662
2022-04-08 06:00:00,43655.6,43575.8,43672,43489,254.08234977,11073897.136187821
2022-04-08 07:00:00,43575.8,43756,43775.7,43417.7,384.72137817,16755801.784419935
2022-04-08 08:00:00,43756.1,43712,43976.1,43650,728.66635888,31919200.390480389
2022-04-08 09:00:00,43711.9,43584.3,43771.8,43518.4,444.78861034,19420002.144644713
2022-04-08 10:00:00,43584.4,43546.8,43620.9,43508.3,284.03031289,12370470.368457009
2022-04-08 11:00:00,43546.9,43288.1,43552.4,43246,792.27871284,34372533.35246146
2022-04-08 12:00:00,43291.6,43148.2,43417.7,43095,598.86732578,25916383.458009333
2022-04-08 13:00:00,43148.3,42906.3,43188.1,42748.4,1176.21983281,50521538.507700778
2022-04-08 14:00:00,42906.3,43751.8,43845.9,42886.7,1416.74521879,61538496.043758288
2022-04-08 15:00:00,43751.9,43646.4,43957.7,43592,1070.40050698,46868382.25236665
2022-04-08 16:00:00,43646.4,43437.9,43714.9,43410.8,577.95199223,25194032.04693717
2022-04-08 17:00:00,43436.8,43014,43460.5,42810.2,1065.1717893,45817389.214471348
2022-04-08 18:00:00,43014,42949.5,43289,42347.3,1501.09190022,64218041.052028575
2022-04-08 19:00:00,42955.7,42735.1,43185,42661.1,881.56814854,37842074.556624091
2022-04-08 20:00:00,42733.6,42813.6,42870,42533.5,588.11661178,25138652.151662724
2022-04-08 21:00:00,42812.1,42554.5,42862,42448.5,210.28349761,8982386.183027782
2022-04-08 22:00:00,42554.5,42308.5,42663.7,42223.7,376.05214261,15946041.977406351
2022-04-08 23:00:00,42308.5,42262.7,42355.6,42108,257.56738316,10872226.720351655
2022-04-09 00:00:00,42262.7,42440.4,42450,42166.3,212.12490063,8975461.910880306
2022-04-09 01:00:00,42440.3,42429,42468.4,42293.1,106.31095937,4505620.429653604
2022-04-09 02:00:00,42429,42171.6,42441.3,42163.4,140.32435686,5934622.236724618
2022-04-09 03:00:00,42171.7,42376.9,42433,42123,216.25316342,9146916.424105604
2022-04-09 04:00:00,42377,42400,42547.8,42333.4,114.78009209,4869568.359831689
2022-04-09 05:00:00,42400,42581.4,42629.7,42398.4,176.75786576,7513402.444619665
2022-04-09 06:00:00,42581.4,42439.1,42597,42412.2,83.783813,3560629.946515773
2022-04-09 07:00:00,42439.1,42481.7,42516.4,42355,114.23029538,4848446.406068913
2022-04-09 08:00:00,42481.7,42464.7,42510.5,42372.2,84.7792941,3598715.07583997
2022-04-09 09:00:00,42464.7,42441.7,42484.8,42395.2,67.4865771,2863985.70906606
2022-04-09 10:00:00,42441.8,42475.7,42479,42320.4,96.18788737,4080591.445297934
2022-04-09 11:00:00,42475.7,42440.4,42544.3,42434.7,78.96699792,3353939.869279734
2022-04-09 12:00:00,42440.5,42501.5,42520.8,42400,84.69365196,3596510.43769677
2022-04-09 13:00:00,42504,42452.3,42519.9,42444.2,80.60152132,3424145.769316244
2022-04-09 14:00:00,42452.4,42457.3,42488.7,42361.7,174.68314841,7409737.333399713
2022-04-09 15:00:00,42457.3,42231.7,42464.5,42194,272.37418635,11525999.200514437
2022-04-09 16:00:00,42234,42444.9,42527.6,42191.3,222.4108832,9424658.132468287
2022-04-09 17:00:00,42445,42563.4,42600.6,42411.7,199.92455533,8504367.120217646
2022-04-09 18:00:00,42563.3,42469.8,42618.1,42455.6,118.65768084,5045141.212019385
2022-04-09 19:00:00,42469.9,42519.4,42582.7,42452.8,152.16911526,6470040.550686937
2022-04-09 20:00:00,42519.3,42431.1,42639,42430,125.8703959,5357685.766381497
2022-04-09 21:00:00,42431.1,42557.1,42576.7,42385.1,114.59495419,4867375.118870561
2022-04-09 22:00:00,42557.1,42544.4,42636.6,42505.2,120.38173184,5125345.012451946
2022-04-09 23:00:00,42544.5,42753.4,42800.8,42486,293.21533774,12516512.429129739
2022-04-10 00:00:00,42753.5,42636,42777,42589.4,166.54269736,7112168.148196531
2022-04-10 01:00:00,42636.1,42767.7,42777,42601.3,175.40762698,7488634.004714289
2022-04-10 02:00:00,42767.8,42826.7,42897.2,42738,135.02169667,5777833.513722191
2022-04-10 03:00:00,42826.8,42782.8,42888,42771.2,108.70401622,4654357.966228185
2022-04-10 04:00:00,42782.7,42735.6,42789.5,42705.6,72.82640803,3113286.163473627
2022-04-10 05:00:00,42735.5,42658.8,42795.5,42651.4,106.73317948,4558722.409403635
2022-04-10 06:00:00,42658.8,42792.5,42796,42645.8,97.76289482,4175830.261819221
2022-04-10 07:00:00,42792.5,42631.8,42797,42579,122.56674555,5229090.149005983
2022-04-10 08:00:00,42631.8,42647.3,42713.8,42563,85.42569516,3643713.173975822
2022-04-10 09:00:00,42647.3,42520.7,42658.3,42495.3,136.20267493,5794322.626443007
2022-04-10 10:00:00,42520.8,42521.1,42567.3,42445.9,235.1622491,9990906.643437074
2022-04-10 11:00:00,42521.1,42688.1,42726.7,42508.1,157.98998542,6730934.672708331
2022-04-10 12:00:00,42688.1,42598.7,42844,42534.1,366.31719836,15639686.457760334
2022-04-10 13:00:00,42598.6,42576,42662.6,42528,97.50384118,4152664.644225377
2022-04-10 14:00:00,42576.1,42697.2,42748.9,42540.5,119.79376079,5108204.98187409
2022-04-10 15:00:00,42697.3,42742.9,42774.4,42643.6,121.02430448,5170202.470261028
2022-04-10 16:00:00,42743,42782.5,42796.6,42659.3,119.09699139,5089780.387133672
2022-04-10 17:00:00,42782.5,43109.4,43309.7,42782.5,496.69720792,21378615.607914079
2022-04-10 18:00:00,43109.4,43107.3,43267.4,43082.4,175.04193956,7556259.09643588
2022-04-10 19:00:00,43107.3,43232.1,43286.6,43074.1,130.09525831,5619294.367817942
2022-04-10 20:00:00,43232.2,43103.1,43415.6,43103.1,197.92638175,8568854.455239303
2022-04-10 21:00:00,43103.2,42708.4,43204.8,42658.5,307.9833422,13243717.651497138
2022-04-10 22:00:00,42708.4,42116.1,42741.2,41821,999.34764205,42262226.656902474
2022-04-10 23:00:00,42116.2,42152.2,42392,41980,454.20803497,19174486.563232322
2022-04-11 00:00:00,42152.1,42299.4,42378,41750,506.39438798,21325740.962429331
2022-04-11 01:00:00,42299.4,42151.1,42410.6,42145.9,213.86624948,9045066.811559923
2022-04-11 02:00:00,42151.1,41923.4,42218,41800,385.42691213,16186655.161921995
2022-04-11 03:00:00,41923.5,42111.3,42144.9,41826,282.22120874,11855133.012009014
2022-04-11 04:00:00,42111.4,42260.4,42277.3,42082,175.69179578,7407379.06347098
2022-04-11 05:00:00,42260.4,42287.8,42309.9,42194,105.6351735,4464322.77214684
2022-04-11 06:00:00,42287.8,42253.8,42338.7,42161.5,112.05815387,4733936.8810064
2022-04-11 07:00:00,42255,42299.8,42349.3,42162.1,146.73528116,6201919.131348512
2022-04-11 08:00:00,42299.9,42195.7,42350,42072.1,245.27355439,10353440.839449944
2022-04-11 09:00:00,42195.8,41464.4,42199.5,41360,566.76160074,23741686.688420173
2022-04-11 10:00:00,41434.5,41604.8,41643.7,41208,523.74242989,21713313.26270224
2022-04-11 11:00:00,41599.3,41060.2,41599.3,40955,598.86536725,24676409.381073012
2022-04-11 12:00:00,41060.6,41141.2,41249.8,40901.3,423.16761109,17392995.084293783
2022-04-11 13:00:00,41141.2,41147.9,41182.4,40695.6,626.94266648,25719543.881244593
2022-04-11 14:00:00,41143.3,40801.6,41226.2,40726.2,704.60591355,28840249.98941402
2022-04-11 15:00:00,40801.5,40582.7,40988,40537.9,502.53643935,20495956.232290708
2022-04-11 16:00:00,40582.7,40764.3,40826,40500,686.91186071,27929562.913955832
2022-04-11 17:00:00,40765.2,40463.3,40898.9,40224.9,827.73428107,33532932.263168603
2022-04-11 18:00:00,40463.1,40510,40525.5,40241.2,333.02017955,13451906.586669069
2022-04-11 19:00:00,40510.1,39994,40602.2,39771.8,739.7345066,29665000.700024406
2022-04-11 20:00:00,39992,39835.9,40273.5,39497.5,800.9301326,31919374.680038401
2022-04-11 21:00:00,39835.8,39387.5,39918.1,39241.3,558.5405672,22133466.612920445
2022-04-11 22:00:00,39386.3,39773.4,39983.2,39108.9,907.05281117,36026934.966794618
2022-04-11 23:00:00,39773.4,39522.5,39844.9,39361.6,583.3840097,23097236.740254934
2022-04-12 00:00:00,39521.3,39559.3,39843.8,39352,471.94967101,18690685.431102885
2022-04-12 01:00:00,39559.4,39505,39729.9,39417.5,419.90933562,16617966.835618931
2022-04-12 02:00:00,39505.1,39494.3,39547.7,39287.6,304.97511436,12023053.394017909
2022-04-12 03:00:00,39492.9,39750.7,39752.4,39481.7,330.2960782,13081610.296860857
2022-04-12 04:00:00,39748.9,39926.2,39949.9,39629.3,274.19592176,10909471.010949319
2022-04-12 05:00:00,39926.3,40103.5,40143.1,39877,313.04271196,12529215.660105733
2022-04-12 06:00:00,40103.5,39929.1,40182,39831.3,244.01532455,9762504.721061593
2022-04-12 07:00:00,39929.2,40180.3,40188.9,39864.2,359.52347722,14398467.704743788
2022-04-12 08:00:00,40180.4,40181,40351.9,40106.8,299.33621908,12034801.773693883
2022-04-12 09:00:00,40181,40216.7,40240.1,40038.6,269.39089279,10812817.470713767
2022-04-12 10:00:00,40212.1,40150.1,40274.5,40092.3,196.84037112,7909153.848196815
2022-04-12 11:00:00,40150.1,40374.2,40461.9,40100.9,428.03184897,17247727.669484712
2022-04-12 12:00:00,40374.2,40622.3,40684.9,40195.6,1203.48900126,48725247.92398102
2022-04-12 13:00:00,40622.3,40398.1,40630.9,40161.1,902.34842394,36485960.216286923
2022-04-12 14:00:00,40398.2,39999.9,40438.6,39798.7,736.34369861,29500347.956252589
2022-04-12 15:00:00,39988,40183,40372.7,39958.2,461.17525404,18537384.984460729
2022-04-12 16:00:00,40183.5,40097,40693.1,39932.9,714.5407007,28669250.234511673
2022-04-12 17:00:00,40096.9,40017.9,40220.5,39942.4,393.27557872,15764507.905628954
2022-04-12 18:00:00,40018,39663.4,40061.5,39623.1,673.11931791,26769314.331687754
2022-04-12 19:00:00,39663.5,39318.4,39719.6,39300,793.7648316,31333751.880843624
2022-04-12 20:00:00,39318.5,39520.5,39591.8,39267.2,590.69872279,23281500.1334233
2022-04-12 21:00:00,39520.5,39700.2,39743,39479.2,269.07871606,10670878.232154974
2022-04-12 22:00:00,39700.2,39828.6,39921.5,39565.3,499.22381421,19821293.446195584
2022-04-12 23:00:00,39828.6,40071.4,40294,39815.9,510.62211883,20448068.421901284
2022-04-13 00:00:00,40071.4,39944.7,40186.9,39891.1,339.78475585,13614362.867076826
2022-04-13 01:00:00,39940.3,39877.9,39940.3,39588.5,354.49396288,14088515.469702739
2022-04-13 02:00:00,39877.9,40050,40188,39712,511.37587586,20437135.424273244
2022-04-13 03:00:00,40050,40071.9,40275,40006.8,537.52970052,21586343.512484399
2022-04-13 04:00:00,40071.9,40134.8,40138.1,39927,191.8751052,7679602.371235244
2022-04-13 05:00:00,40134.8,40181.7,40208,40058,196.86346723,7900142.251056804
2022-04-13 06:00:00,40181.6,39958.8,40226.5,39871.4,219.93606498,8811519.433287157
2022-04-13 07:00:00,39958.8,40128.2,40229.9,39910.4,461.83790891,18517196.928400474
2022-04-13 08:00:00,40132.6,40157.1,40197.9,40026,299.00273146,12001163.692204011
2022-04-13 09:00:00,40157.1,40086.5,40209.7,40032,233.43268383,9364250.165174499
2022-04-13 10:00:00,40086.4,39812.9,40149.4,39745.1,362.07458484,14454833.451014818
2022-04-13 11:00:00,39813,39711.8,39989,39627.5,523.24765023,20837276.166322819
2022-04-13 12:00:00,39711.8,39697.3,39923.3,39639,390.62892651,15530211.645025634
2022-04-13 13:00:00,39697.4,40522.7,40573,39622,863.10635143,34677525.582258905
2022-04-13 14:00:00,40522.7,40643.7,40965.9,40376.4,787.65265999,32046447.044611876
2022-04-13 15:00:00,40643.7,41162.8,41400,40638.4,1115.38371905,45828587.11873802
2022-04-13 16:00:00,41162.9,41000,41340,40933.3,466.35388599,19184444.762930344
2022-04-13 17:00:00,41000,41041.3,41133.9,40844.7,551.36572537,22610492.548481421
2022-04-13 18:00:00,41041.3,41364.8,41375.6,40990.1,401.28627284,16530316.202990654
